iyear,imonth,iday,country,latitude,longitude,attacktype1,targtype1,natlty1,gname,weaptype1,nkill,nkillter,nwound,nwoundte,ishostkid,nhostkid,ransom,ransomamt,ransompaid
1981,5,3,159,-9.0634,-78.583605,3,1,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,3,159,-9.529924,-77.528801,3,2,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,5,3,159,-9.529924,-77.528801,3,4,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,5,3,159,-13.531688,-71.966924,3,2,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,3,159,-13.531688,-71.966924,3,14,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,3,159,-3.743667,-73.251874,3,2,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,3,159,-8.111825,-79.02866,3,2,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,3,61,13.851327,-88.156206,2,3,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,5,3,61,13.949826,-88.146348,2,3,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,5,3,61,13.89271,-88.043983,2,3,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,5,3,61,13.199252,-88.054472,2,1,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,5,3,61,13.772142,-88.07664,2,3,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,5,3,159,-14.272369,-71.226768,3,14,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,3,159,-12.003379,-76.918423,3,14,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,3,159,-12.003379,-76.918423,3,1,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,3,159,-3.743667,-73.251874,7,19,159,Shining Path (SL),11,,,,,0,,0,,
1981,5,3,159,-16.415478,-71.471134,3,3,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,3,159,-16.409501,-71.537384,3,3,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,4,199,47.36865,8.539182,7,1,216,Irish Republican Army (IRA),8,0,,0,,0,,0,,
1981,5,4,159,-12.046378,-77.042791,3,21,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,5,61,14.09396,-88.889278,3,14,61,Farabundo Marti National Liberation Front (FMLN),6,,,,,0,,0,,
1981,5,5,61,14.09396,-88.889278,3,14,61,Farabundo Marti National Liberation Front (FMLN),6,,,,,0,,0,,
1981,5,5,61,14.09396,-88.889278,3,14,61,Farabundo Marti National Liberation Front (FMLN),6,,,,,0,,0,,
1981,5,5,159,-12.169279,-76.947716,3,21,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,5,6,603,54.077313,-6.608787,2,4,216,Irish Republican Army (IRA),5,0,,3,,0,,0,,
1981,5,6,159,-6.774056,-79.843559,3,3,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,5,6,603,54.597269,-5.930109,2,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,5,7,185,40.416691,-3.700345,1,4,185,Basque Fatherland and Freedom (ETA),6,3,,14,,0,,0,,
1981,5,7,159,-13.163874,-74.223564,1,2,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,7,61,13.835,-89.2744444,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,9,,0,,0,,0,,
1981,5,8,603,54.192934,-6.576051,3,4,216,Irish Republican Army (IRA),6,0,,2,,0,,0,,
1981,5,9,603,57.476694,-4.231453,3,1,216,Irish Republican Army (IRA),6,0,,0,,0,,0,,
1981,5,9,603,54.192934,-6.576051,3,3,216,Irish Republican Army (IRA),6,,,,,0,,0,,
1981,5,14,185,43.208759,-2.774116,3,3,185,Basque Fatherland and Freedom (ETA),6,2,,1,,0,,0,,
1981,5,14,603,54.597269,-5.930109,3,3,216,Irish Republican Army (IRA),6,1,,4,,0,,0,,
1981,5,15,185,43.090476,-2.31322,3,21,185,Basque Fatherland and Freedom (ETA),6,0,,0,,0,,0,,
1981,5,17,159,-3.743667,-73.251874,3,4,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,17,159,-13.163874,-74.223564,3,2,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,5,17,159,-13.163874,-74.223564,3,2,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,17,159,-13.163874,-74.223564,3,1,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,5,17,159,-3.743667,-73.251874,3,1,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,17,159,-7.162225,-78.512094,3,14,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,5,19,603,54.18006,-6.33393,3,4,216,Irish Republican Army (IRA),6,5,,0,,0,,0,,
1981,5,20,159,-12.046378,-77.042791,3,21,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,5,20,159,-12.046378,-77.042791,3,21,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,5,20,159,-12.216222,-76.941544,3,2,159,Shining Path (SL),6,,,,,0,,0,,
1981,5,21,185,43.320812,-1.984447,3,21,185,Basque Fatherland and Freedom (ETA),6,0,,0,,0,,0,,
1981,5,25,45,7.07253,-75.44586,2,4,45,Revolutionary Armed Forces of Colombia (FARC),5,2,,0,,0,,0,,
1981,5,25,45,10.3879,-73.1698,2,20,45,Revolutionary Armed Forces of Colombia (FARC),5,6,,0,,0,,0,,
1981,5,25,603,54.842824,-6.667731,2,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,5,27,603,54.223033,-6.486782,2,3,216,Irish Republican Army (IRA),5,1,,0,,0,,0,,
1981,5,27,78,40.639349,22.944616,3,7,216,Irish Republican Army (IRA),6,0,,0,,0,,0,,
1981,5,31,603,54.18006,-6.33393,3,4,216,Irish Republican Army (IRA),6,1,,0,,0,,0,,
1981,5,31,603,54.597269,-5.930109,2,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,6,3,603,54.99451,-7.319996,2,4,216,Irish Republican Army (IRA),5,1,,0,,0,,0,,
1981,6,5,185,43.320812,-1.984447,3,3,185,Basque Fatherland and Freedom (ETA),6,1,,4,,0,,0,,
1981,6,5,603,54.253718,-7.44106,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,6,6,603,54.787715,-6.492314,2,3,216,Irish Republican Army (IRA),5,1,,0,,0,,0,,
1981,6,6,160,,,5,14,160,New People's Army (NPA),13,0,,0,,0,,0,,
1981,6,7,61,13.5,-88.8666667,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,27,,0,,0,,0,,
1981,6,7,160,,,9,4,160,New People's Army (NPA),13,5,,0,,0,,0,,
1981,6,9,160,,,5,1,160,New People's Army (NPA),13,,,,,1,39,0,,
1981,6,11,61,14.091943,-88.747054,3,4,61,Farabundo Marti National Liberation Front (FMLN),5,30,,0,,1,-99,0,,
1981,6,12,185,43.320812,-1.984447,3,3,185,Basque Fatherland and Freedom (ETA),6,0,,7,,0,,0,,
1981,6,12,160,,,9,4,160,New People's Army (NPA),13,14,,0,,0,,0,,
1981,6,13,603,54.597269,-5.930109,1,2,216,Irish Republican Army (IRA),6,0,,1,,0,,0,,
1981,6,14,185,43.256963,-2.923441,2,3,185,Basque Fatherland and Freedom (ETA),5,0,0,3,0,0,,0,,
1981,6,15,160,,,9,4,160,New People's Army (NPA),13,17,,0,,0,,0,,
1981,6,16,160,,,7,2,160,New People's Army (NPA),13,,,,,0,,0,,
1981,6,16,160,,,7,2,160,New People's Army (NPA),13,,,,,0,,0,,
1981,6,18,603,54.596939,-7.050618,1,3,216,Irish Republican Army (IRA),13,1,,0,,0,,0,,
1981,6,20,603,54.18006,-6.33393,1,3,216,Irish Republican Army (IRA),5,1,,0,,0,,0,,
1981,6,20,603,54.597269,-5.930109,3,4,216,Irish Republican Army (IRA),6,0,,4,,0,,0,,
1981,6,22,45,4.602489,-74.093032,1,3,45,Revolutionary Armed Forces of Colombia (FARC),5,3,,0,,0,,0,,
1981,6,22,185,43.338233,-1.789272,1,4,185,Basque Fatherland and Freedom (ETA),13,1,,0,,0,,0,,
1981,6,24,185,42.817988,-1.644184,3,8,185,Basque Fatherland and Freedom (ETA),6,0,,4,,0,,0,,
1981,6,26,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,7,1,61,13.888888,-88.901631,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,0,,0,,0,,0,,
1981,7,5,185,43.297222,-2.991667,1,4,185,Basque Fatherland and Freedom (ETA),5,1,,0,,0,,0,,
1981,7,5,185,43.353607,-2.907457,2,3,185,Basque Fatherland and Freedom (ETA),13,1,,1,,0,,0,,
1981,7,10,185,43.256963,-2.923441,1,3,185,Basque Fatherland and Freedom (ETA),5,1,,2,,0,,0,,
1981,7,13,45,9.32211,-74.57168,2,4,45,Revolutionary Armed Forces of Colombia (FARC),5,21,,0,,0,,0,,
1981,7,13,61,13.938518,-88.901366,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,7,13,61,13.99,-88.758,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,7,15,45,0.869892,-73.841906,2,4,45,Revolutionary Armed Forces of Colombia (FARC),5,23,,0,,0,,0,,
1981,7,16,603,54.077313,-6.608787,2,4,216,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,7,17,185,43.320812,-1.984447,1,3,185,Basque Fatherland and Freedom (ETA),13,1,,0,,0,,0,,
1981,7,19,61,13.66667,-89.26667,2,2,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,7,21,603,54.842824,-6.667731,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,7,25,185,43.052649,-3.001022,1,1,185,Basque Fatherland and Freedom (ETA),5,1,,0,,0,,0,,
1981,7,27,159,-13.163874,-74.223564,3,14,159,Shining Path (SL),6,,,,,0,,0,,
1981,7,27,159,-13.163874,-74.223564,3,2,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,7,27,159,-13.163874,-74.223564,3,1,159,Shining Path (SL),6,,,,,0,,0,,
1981,7,27,159,-13.163874,-74.223564,3,14,159,Shining Path (SL),6,,,,,0,,0,,
1981,7,27,159,-9.529924,-77.5288,3,2,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,7,27,159,-12.939782,-74.247478,3,8,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,7,27,159,-13.163874,-74.223564,3,8,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,7,28,45,6.6752,-74.84211,2,4,45,Revolutionary Armed Forces of Colombia (FARC),5,4,,0,,0,,0,,
1981,7,28,45,6.459167,-72.500833,2,4,45,Revolutionary Armed Forces of Colombia (FARC),5,4,,0,,0,,0,,
1981,7,30,185,,,3,21,185,Basque Fatherland and Freedom (ETA),6,,,,,0,,0,,
1981,7,30,185,,,3,21,185,Basque Fatherland and Freedom (ETA),6,,,,,0,,0,,
1981,8,2,603,54.600305,-7.298402,3,3,216,Irish Republican Army (IRA),6,2,,2,,0,,0,,
1981,8,2,603,54.597269,-5.930109,3,4,216,Irish Republican Army (IRA),6,0,,1,,0,,0,,
1981,8,5,603,54.18006,-6.33393,3,14,216,Irish Republican Army (IRA),6,,,,,0,,0,,
1981,8,5,603,54.42071,-6.443767,3,4,216,Irish Republican Army (IRA),6,,,,,0,,0,,
1981,8,5,603,54.597269,-5.930109,3,1,216,Irish Republican Army (IRA),6,0,,0,,0,,0,,
1981,8,5,603,54.347539,-6.656108,3,1,216,Irish Republican Army (IRA),6,,,,,0,,0,,
1981,8,5,603,54.510893,-6.042726,3,1,216,Irish Republican Army (IRA),6,,,,,0,,0,,
1981,8,5,603,54.99451,-7.319996,3,1,216,Irish Republican Army (IRA),6,,,,,0,,0,,
1981,8,5,603,54.597269,-5.930109,3,1,216,Irish Republican Army (IRA),6,,,,,0,,0,,
1981,8,5,603,54.073054,-6.383204,3,19,216,Irish Republican Army (IRA),6,,,,,0,,0,,
1981,8,8,160,7.358751,125.871174,2,14,160,New People's Army (NPA),13,,,,,1,60,0,,
1981,8,11,603,54.597269,-5.930109,1,14,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,8,12,61,13.69288,-89.199161,3,3,61,Farabundo Marti National Liberation Front (FMLN),6,0,,10,,0,,0,,
1981,8,14,45,6.46052,-71.72989,9,14,45,Revolutionary Armed Forces of Colombia (FARC),13,0,,0,,0,,0,,
1981,8,14,61,13.69288,-89.199161,2,3,61,Farabundo Marti National Liberation Front (FMLN),5,1,,7,,0,,0,,
1981,8,16,61,13.69288,-89.199161,3,1,61,Farabundo Marti National Liberation Front (FMLN),6,,,,,0,,0,,
1981,8,16,61,13.69288,-89.199161,3,3,61,Farabundo Marti National Liberation Front (FMLN),6,,,,,0,,0,,
1981,8,16,61,13.69288,-89.199161,3,21,61,Farabundo Marti National Liberation Front (FMLN),6,,,,,0,,0,,
1981,8,16,61,13.69288,-89.199161,3,1,61,Farabundo Marti National Liberation Front (FMLN),6,,,,,0,,0,,
1981,8,16,61,13.949826,-88.146348,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,8,16,159,-13.054167,-74.139167,2,3,159,Shining Path (SL),5,1,0,2,1,1,1,0,,
1981,8,16,603,54.077313,-6.608787,6,14,233,Irish Republican Army (IRA),13,1,,,,1,-99,0,,
1981,8,17,61,13.69288,-89.199161,3,21,61,Farabundo Marti National Liberation Front (FMLN),6,0,,0,,0,,0,,
1981,8,17,61,13.69288,-89.199161,3,21,61,Farabundo Marti National Liberation Front (FMLN),6,0,,0,,0,,0,,
1981,8,18,61,13.933732,-89.025836,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,8,18,61,13.949826,-88.146348,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,8,20,61,13.949826,-88.146348,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,8,21,61,13.7166667,-88.9333333,3,4,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,8,23,45,6.95284,-71.87514,2,4,45,Revolutionary Armed Forces of Colombia (FARC),5,2,,0,,0,,0,,
1981,8,23,45,4.15127,-73.63872,2,4,45,Revolutionary Armed Forces of Colombia (FARC),5,2,,0,,0,,0,,
1981,8,26,61,13.69288,-89.199161,3,21,61,Farabundo Marti National Liberation Front (FMLN),6,0,,0,,0,,0,,
1981,8,26,61,13.69288,-89.199161,3,21,61,Farabundo Marti National Liberation Front (FMLN),6,0,,0,,0,,0,,
1981,8,27,45,4.238111,-74.890915,1,3,45,Revolutionary Armed Forces of Colombia (FARC),5,1,,0,,0,,0,,
1981,8,27,159,-12.046378,-77.042791,3,2,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,8,27,159,-18.006645,-70.246245,3,1,217,Shining Path (SL),6,0,0,0,0,0,,0,,
1981,8,27,159,-8.111825,-79.02866,3,2,159,Shining Path (SL),6,,0,,0,0,,0,,
1981,8,27,159,-8.111825,-79.02866,3,2,159,Shining Path (SL),6,,,,,0,,0,,
1981,8,31,159,-12.046378,-77.042791,3,7,217,Shining Path (SL),6,0,,0,,0,,0,,
1981,8,31,159,-12.046378,-77.042791,1,7,217,Shining Path (SL),6,0,,0,,0,,0,,
1981,8,31,159,-12.046378,-77.042791,3,1,217,Shining Path (SL),6,0,,0,,0,,0,,
1981,8,31,159,-12.046378,-77.042791,3,1,217,Shining Path (SL),6,0,,0,,0,,0,,
1981,8,31,159,-12.046378,-77.042791,3,1,217,Shining Path (SL),6,0,,0,,0,,0,,
1981,8,31,159,-12.046378,-77.042791,3,1,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,8,31,159,-12.046378,-77.042791,3,2,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,9,2,603,54.255696,-5.948804,1,4,216,Irish Republican Army (IRA),5,0,,1,,0,,0,,
1981,9,5,603,54.597269,-5.930109,1,4,216,Irish Republican Army (IRA),5,1,,1,,0,,0,,
1981,9,7,603,54.542956,-6.926293,3,3,216,Irish Republican Army (IRA),6,2,,0,,0,,0,,
1981,9,7,159,-3.743667,-73.251874,3,21,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,9,7,45,6.41082,-74.75641,2,14,45,Revolutionary Armed Forces of Colombia (FARC),5,7,,0,,1,-99,0,,
1981,9,9,61,13.69288,-89.199161,1,2,61,Farabundo Marti National Liberation Front (FMLN),6,0,,0,,0,,0,,
1981,9,9,61,13.69288,-89.199161,3,14,61,Farabundo Marti National Liberation Front (FMLN),6,,,,,0,,0,,
1981,9,10,185,41.387917,2.169919,3,2,185,Basque Fatherland and Freedom (ETA),6,0,,0,,0,,0,,
1981,9,10,185,41.387917,2.169919,3,2,185,Basque Fatherland and Freedom (ETA),6,0,,0,,0,,0,,
1981,9,10,45,,,2,4,45,Revolutionary Armed Forces of Colombia (FARC),5,3,,0,,0,,0,,
1981,9,10,45,4.092517,-75.154538,2,14,45,Revolutionary Armed Forces of Colombia (FARC),5,4,,0,,1,-99,0,,
1981,9,12,603,54.842824,-6.667731,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,9,13,61,13.43204,-88.592239,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,3,,7,,0,,0,,
1981,9,14,603,54.755402,-6.606029,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,9,15,159,-11.822224,-75.392952,3,21,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,9,16,185,,,3,21,185,Basque Fatherland and Freedom (ETA),13,,,,,0,,0,,
1981,9,17,603,54.462881,-7.028646,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,9,19,185,42.817988,-1.644184,3,21,185,Basque Fatherland and Freedom (ETA),6,0,,0,,0,,0,,
1981,9,20,159,-10.680652,-76.259918,1,3,159,Shining Path (SL),5,1,,0,,0,,0,,
1981,9,20,159,-12.046378,-77.042791,3,1,217,Shining Path (SL),6,,,,,0,,0,,
1981,9,22,159,-12.046378,-77.042791,3,9,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,9,22,603,54.597269,-5.930109,2,14,216,Irish Republican Army (IRA),5,0,,2,,1,7,0,,
1981,9,24,45,6.4726,-75.54251,2,14,45,Revolutionary Armed Forces of Colombia (FARC),5,3,,0,,1,-99,0,,
1981,9,26,603,54.251235,-5.643019,1,3,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,9,27,159,-12.046378,-77.042791,3,2,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,9,27,603,54.597269,-5.930109,1,17,233,Irish Republican Army (IRA),5,1,1,,,0,,0,,
1981,9,28,603,54.597269,-5.930109,3,3,216,Irish Republican Army (IRA),6,1,,1,,0,,0,,
1981,9,28,159,-16.409501,-71.537384,3,1,159,Shining Path (SL),6,,,,,0,,0,,
1981,10,2,45,6.65106,-74.05815,1,1,45,Revolutionary Armed Forces of Colombia (FARC),5,2,,0,,0,,0,,
1981,10,2,185,43.320812,-1.984447,3,2,185,Basque Fatherland and Freedom (ETA),6,,,,,0,,0,,
1981,10,2,185,43.46096,-3.807934,3,4,185,Basque Fatherland and Freedom (ETA),6,0,,0,,0,,0,,
1981,10,4,61,13.749885,-89.199936,2,21,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,10,5,603,54.99451,-7.319996,2,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,10,9,603,54.347539,-6.656108,3,14,216,Irish Republican Army (IRA),6,0,,0,,0,,0,,
1981,10,9,603,54.99451,-7.319996,3,1,216,Irish Republican Army (IRA),6,0,,0,,0,,0,,
1981,10,9,603,54.823432,-7.468374,3,2,233,Irish Republican Army (IRA),6,0,,0,,0,,0,,
1981,10,9,185,43.46096,-3.807934,3,3,185,Basque Fatherland and Freedom (ETA),6,0,,0,,0,,0,,
1981,10,9,603,51.500152,-0.126236,3,4,216,Irish Republican Army (IRA),6,2,,37,,0,,0,,
1981,10,9,159,-11.122722,-77.610568,3,16,159,Shining Path (SL),6,,,,,0,,0,,
1981,10,10,83,14.624422,-90.53288,1,2,83,Farabundo Marti National Liberation Front (FMLN),6,0,,0,,0,,0,,
1981,10,11,159,-12.027479,-75.213079,3,3,159,Shining Path (SL),6,4,,5,,1,-99,0,,
1981,10,12,185,43.320812,-1.984447,2,3,185,Basque Fatherland and Freedom (ETA),5,1,,0,,0,,0,,
1981,10,12,185,42.817988,-1.644184,3,21,185,Basque Fatherland and Freedom (ETA),6,0,,0,,0,,0,,
1981,10,13,45,1.19601,-75.707,2,14,45,Revolutionary Armed Forces of Colombia (FARC),5,5,,0,,0,,0,,
1981,10,14,61,13.69288,-89.199161,1,14,61,Farabundo Marti National Liberation Front (FMLN),5,1,,0,,0,,0,,
1981,10,14,61,13.6166667,-88.6166667,3,19,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,10,15,45,5.15203,-75.03656,6,1,45,Revolutionary Armed Forces of Colombia (FARC),13,1,,0,,1,1,0,,
1981,10,15,45,5.15203,-75.03656,6,1,45,Revolutionary Armed Forces of Colombia (FARC),13,1,,0,,1,1,0,,
1981,10,15,45,5.15203,-75.03656,6,1,45,Revolutionary Armed Forces of Colombia (FARC),13,1,,0,,1,1,0,,
1981,10,15,61,13.745556,-87.8736111,2,14,61,Farabundo Marti National Liberation Front (FMLN),5,1,,0,,1,-99,0,,
1981,10,16,603,54.673252,-7.627484,6,1,96,Irish Republican Army (IRA),13,0,,0,,1,1,1,900000,
1981,10,17,603,51.500152,-0.126236,1,4,216,Irish Republican Army (IRA),6,0,,1,,0,,0,,
1981,10,19,45,5.975239,-74.585891,1,3,45,Revolutionary Armed Forces of Colombia (FARC),13,5,,0,,0,,0,,
1981,10,19,45,6.427828,-72.868006,9,14,45,Revolutionary Armed Forces of Colombia (FARC),13,0,,0,,0,,0,,
1981,10,19,45,2.936848,-75.586642,6,14,45,Revolutionary Armed Forces of Colombia (FARC),5,,,,,1,-99,0,,
1981,10,21,603,54.597269,-5.930109,1,14,216,Irish Republican Army (IRA),5,1,,0,,0,,0,,
1981,10,21,159,-9.529924,-77.5288,7,3,159,Shining Path (SL),8,0,,1,,0,,0,,
1981,10,21,185,43.311307,-1.900896,2,3,185,Basque Fatherland and Freedom (ETA),5,2,1,0,,0,,0,,
1981,10,22,45,-3.781772,-70.364934,2,14,45,Revolutionary Armed Forces of Colombia (FARC),5,1,,0,,1,-99,0,,
1981,10,22,61,13.6166667,-88.6166667,3,19,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,10,23,45,6.178333,-73.589444,2,14,45,Revolutionary Armed Forces of Colombia (FARC),5,2,,0,,0,,0,,
1981,10,24,45,3.600103,-74.666656,9,14,45,Revolutionary Armed Forces of Colombia (FARC),13,2,,0,,1,7,0,,
1981,10,24,45,7.638588,-73.327328,9,14,45,Revolutionary Armed Forces of Colombia (FARC),13,,,,,0,,0,,
1981,10,24,61,13.6166667,-88.6166667,3,19,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,10,24,61,13.8833333,-88.9666667,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,1,,0,,0,,0,,
1981,10,24,61,13.421,-88.669,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,10,25,61,13.6166667,-88.6166667,3,19,61,Farabundo Marti National Liberation Front (FMLN),5,0,,0,,0,,0,,
1981,10,26,603,51.500152,-0.126236,3,1,216,Irish Republican Army (IRA),13,0,,0,,0,,0,,
1981,10,26,45,0.869892,-73.841906,2,4,45,Revolutionary Armed Forces of Colombia (FARC),5,3,,0,,0,,0,,
1981,10,26,603,51.500152,-0.126236,3,1,216,Irish Republican Army (IRA),6,1,,0,,0,,0,,
1981,10,26,603,51.500152,-0.126236,3,1,216,Irish Republican Army (IRA),6,0,,0,,0,,0,,
1981,11,2,69,47.218371,-1.553621,3,4,216,Irish Republican Army (IRA),6,0,,0,,0,,0,,
1981,11,7,185,42.590459,-2.792992,3,21,185,Basque Fatherland and Freedom (ETA),6,0,,1,,0,,0,,
1981,11,8,603,54.347539,-6.656108,1,4,216,Irish Republican Army (IRA),6,1,,0,,0,,0,,
1981,11,9,603,54.253718,-7.44106,1,4,216,Irish Republican Army (IRA),5,1,,0,,0,,0,,
1981,11,9,61,13.938518,-88.901366,3,16,61,Farabundo Marti National Liberation Front (FMLN),6,,,,,0,,0,,
1981,11,9,61,13.3166667,-88.5833333,7,1,61,Farabundo Marti National Liberation Front (FMLN),8,,,,,0,,0,,
1981,11,9,185,43.042735,-2.255848,3,21,185,Basque Fatherland and Freedom (ETA),6,,,,,0,,0,,
1981,11,9,61,13.85,-88.85,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,11,9,61,13.965554,-88.892274,3,21,61,Farabundo Marti National Liberation Front (FMLN),6,0,,0,,0,,0,,
1981,11,9,61,13.64385,-88.870694,2,1,61,Farabundo Marti National Liberation Front (FMLN),5,,,,,0,,0,,
1981,11,10,603,54.787715,-6.492314,1,4,216,Irish Republican Army (IRA),5,1,,0,,0,,0,,
1981,11,10,45,0.869892,-73.841906,6,1,45,Revolutionary Armed Forces of Colombia (FARC),13,,,,,1,1,1,220000,
1981,11,10,603,54.347539,-6.656108,2,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,11,11,61,13.392444,-88.67925,3,19,61,Farabundo Marti National Liberation Front (FMLN),6,1,,0,,0,,0,,
1981,11,12,61,13.8761111,-89.3597222,2,14,61,Farabundo Marti National Liberation Front (FMLN),5,4,,0,,0,,0,,
1981,11,12,603,54.351036,-6.26702,3,3,216,Irish Republican Army (IRA),6,0,,1,,0,,0,,
1981,11,12,61,13.723215,-88.819097,2,4,61,Farabundo Marti National Liberation Front (FMLN),5,4,,0,,0,,0,,
1981,11,13,603,51.500152,-0.126236,1,2,216,Irish Republican Army (IRA),6,0,,1,,0,,0,,
1981,11,14,603,54.597269,-5.930109,1,2,216,Irish Republican Army (IRA),5,2,,0,,0,,0,,
1981,11,15,185,43.189944,-2.052454,3,21,185,Basque Fatherland and Freedom (ETA),6,0,,0,,0,,0,,
1981,11,17,603,54.295497,-7.463576,1,4,233,Irish Republican Army (IRA),5,1,,,,0,,0,,
1981,11,18,603,54.99451,-7.319996,1,4,216,Irish Republican Army (IRA),13,1,,1,,0,,0,,
1981,11,18,603,54.077313,-6.608787,2,4,216,Irish Republican Army (IRA),13,0,,2,,0,,0,,
1981,11,19,603,54.077313,-6.608787,3,20,233,Irish Republican Army (IRA),6,0,,0,,0,,0,,
1981,11,19,88,14.060287,-88.695229,2,4,88,Farabundo Marti National Liberation Front (FMLN),5,2,,0,,0,,0,,
1981,11,19,603,54.823432,-7.468374,5,14,216,Irish Republican Army (IRA),5,1,,0,,1,-99,0,,
1981,11,23,603,51.500152,-0.126236,3,4,216,Irish Republican Army (IRA),6,0,,2,,0,,0,,
1981,11,23,61,13.7361111,-89.1813889,5,10,61,Farabundo Marti National Liberation Front (FMLN),13,,,,,0,,0,,
1981,11,24,45,6.46052,-71.72989,6,1,45,Revolutionary Armed Forces of Colombia (FARC),13,,,1,,1,1,0,,
1981,11,24,159,-12.068306,-75.210163,3,21,159,Shining Path (SL),6,0,,0,,0,,0,,
1981,11,25,61,13.701964,-89.147774,3,19,61,Farabundo Marti National Liberation Front (FMLN),6,0,,0,,0,,0,,
1981,11,28,603,54.597269,-5.930109,3,3,216,Irish Republican Army (IRA),6,1,,1,,0,,0,,
1981,12,1,159,-13.630328,-72.88443,3,16,159,Shining Path (SL),6,0,,0,,0,,0,,
